name,price,origin,year,date,mileage,energy,gearbox,color,seats,doors,length,ratedHorsePower,powerDIN,consumption,brand,model
CITROEN JUMPY III FOURGON,22880.0,France,2019.0,18/06/2019,109 274 km,Diesel,Manuelle,,,,,7 CV,(DIN) 122 ch - (moteur) 90 kW,"5,3 L/100 km",CITROEN,JUMPY III FOURGON
RENAULT MEGANE III phase 3,10990.0,France,2013.0,18/01/2014,77 000 km,Essence,Manuelle,marron clair metal,,,,7 CV,(DIN) 130 ch - (moteur) 96 kW,"5,4 L/100 km",RENAULT,MEGANE III phase 3
CITROEN C3 AIRCROSS,22960.0,France,2022.0,13/06/2022,32 566 km,Diesel,Automatique,breathing blue,,,,6 CV,(DIN) 120 ch,5 L/100 km,CITROEN,C3 AIRCROSS
VOLKSWAGEN GOLF VII phase 2,17830.0,France,2020.0,29/05/2020,94 217 km,Diesel,Manuelle,,,,,6 CV,(DIN) 116 ch,"4,1 L/100 km",VOLKSWAGEN,GOLF VII phase 2
PEUGEOT 308 III,36130.0,France,2024.0,10/02/2024,1 km,Essence,Automatique,blanc,,,,7 CV,(DIN) 130 ch,"5,7 L/100 km",PEUGEOT,308 III
BMW X2 F39,31050.0,France,2020.0,13/09/2020,40 669 km,Essence,Automatique,,,,,7 CV,(DIN) 140 ch,"5,6 L/100 km",BMW,X2 F39
PEUGEOT 308 II,13200.0,France,2017.0,28/04/2017,102 069 km,Essence,,,,,,5 CV,(DIN) 110 ch,"3,5 L/100 km",PEUGEOT,308 II
PEUGEOT 308 II phase 2,17470.0,France,2021.0,18/11/2021,92 613 km,Diesel,,,,,,7 CV,(DIN) 131 ch,"4,6 L/100 km",PEUGEOT,308 II phase 2
SUZUKI VITARA 4,27460.0,Importé,2024.0,15/10/2024,11 km,Hybride essence électrique,Manuelle,gris,,,,7 CV,(DIN) 129 ch,,SUZUKI,VITARA 4
PEUGEOT 208 phase 2,13060.0,Importé,2020.0,24/12/2020,75 817 km,Essence,Manuelle,blanc metal,,,,4 CV,(DIN) 82 ch - (moteur) 60 kW,"4,7 L/100 km",PEUGEOT,208 phase 2
AUDI RS6 III AVANT phase 2,66580.0,France,2016.0,26/07/2016,154 290 km,Essence,Automatique,,,,,47 CV,(DIN) 560 ch,"9,6 L/100 km",AUDI,RS6 III AVANT phase 2
RENAULT CAPTUR II,24270.0,France,2022.0,24/09/2022,52 057 km,Essence,Manuelle,,,,,7 CV,(DIN) 140 ch,,RENAULT,CAPTUR II
VOLKSWAGEN TIGUAN 2,32280.0,Importé,2020.0,13/10/2020,35 920 km,Diesel,Automatique,,,,,8 CV,(DIN) 150 ch,,VOLKSWAGEN,TIGUAN 2
FORD KUGA II phase 2,26090.0,France,2020.0,16/03/2020,80 108 km,Essence,,,,,,9 CV,(DIN) 150 ch,"6,9 L/100 km",FORD,KUGA II phase 2
PEUGEOT 2008,8380.0,France,2016.0,06/04/2016,237 000 km,Diesel,Manuelle,,,,,6 CV,(DIN) 120 ch,"3,3 L/100 km",PEUGEOT,2008
PEUGEOT 208 (2E GENERATION),28940.0,Importé,2024.0,08/06/2024,541 km,Essence,Automatique,rouge,,,,7 CV,(DIN) 130 ch,,PEUGEOT,208 (2E GENERATION)
VOLKSWAGEN T-ROC,30220.0,France,2022.0,15/08/2022,61 320 km,Essence,Automatique,blanc,,,,8 CV,(DIN) 150 ch,"6,8 L/100 km",VOLKSWAGEN,T-ROC
AUDI Q3 (2E GENERATION),52200.0,Importé,2022.0,10/03/2022,7 445 km,Hybride essence électrique,Automatique,Mythosschwarz Metallic,,,,8 CV,(DIN) 150 ch - (moteur) 180 kW,,AUDI,Q3 (2E GENERATION)
SUZUKI VITARA 4,31580.0,Importé,2023.0,09/05/2023,12 km,Hybride essence électrique,Manuelle,beige,,,,7 CV,(DIN) 129 ch,,SUZUKI,VITARA 4
SUZUKI S-CROSS,36790.0,France,2023.0,06/11/2023,55 km,Essence,,,,,,5 CV,(DIN) 102 ch,,SUZUKI,S-CROSS
VOLKSWAGEN T-CROSS,28590.0,Importé,2024.0,27/11/2024,11 km,Essence,Automatique,,,,,6 CV,(DIN) 110 ch,,VOLKSWAGEN,T-CROSS
CITROEN C3 III,12580.0,France,2018.0,17/06/2018,69 379 km,Essence,Manuelle,,,,,4 CV,(DIN) 82 ch,"4,1 L/100 km",CITROEN,C3 III
PEUGEOT 408,45540.0,Importé,2024.0,26/03/2024,12 km,Essence,Automatique,bleu,,,,7 CV,(DIN) 130 ch - (moteur) 96 kW,,PEUGEOT,408
PORSCHE 911 TYPE 992 TARGA,322270.0,Importé,2023.0,12/04/2023,16 119 km,Essence,Automatique,noir metal,,,,34 CV,(DIN) 480 ch - (moteur) 353 kW,11 L/100 km,PORSCHE,911 TYPE 992 TARGA
PEUGEOT 308 II,19450.0,France,2018.0,07/11/2018,39 294 km,Essence,Manuelle,blanc,,,,6 CV,(DIN) 131 ch,"3,8 L/100 km",PEUGEOT,308 II
BMW X3 F25 phase 2,23740.0,France,2017.0,06/11/2017,149 472 km,Diesel,,,,,,8 CV,(DIN) 150 ch,"4,4 L/100 km",BMW,X3 F25 phase 2
PEUGEOT 2008 II,31950.0,France,2022.0,01/03/2022,9 705 km,Diesel,Automatique,,,,,7 CV,(DIN) 130 ch,"4,8 L/100 km",PEUGEOT,2008 II
RENAULT GRAND SCENIC IV,25620.0,France,2022.0,18/08/2022,71 834 km,Essence,Automatique,,,,,7 CV,(DIN) 140 ch,"6,9 L/100 km",RENAULT,GRAND SCENIC IV
BMW SERIE 1 F40,30780.0,France,2021.0,04/04/2021,33 172 km,Essence,Automatique,blanc verni,,,,6 CV,(DIN) 109 ch - (moteur) 80 kW,,BMW,SERIE 1 F40
BMW X4 G02,48930.0,France,2020.0,03/12/2020,129 858 km,Diesel,Automatique,gris,,,,16 CV,(DIN) 265 ch,"5,9 L/100 km",BMW,X4 G02
MASERATI GRANCABRIO,143730.0,France,2015.0,01/05/2015,24 250 km,Essence,Automatique,,,,,38 CV,(DIN) 460 ch - (moteur) 338 kW,"14,5 L/100 km",MASERATI,GRANCABRIO
DACIA DUSTER II,20300.0,France,2020.0,11/07/2020,53 049 km,Essence,,,,,,8 CV,(DIN) 150 ch,6 L/100 km,DACIA,DUSTER II
PORSCHE CAYENNE III,128100.0,Importé,2022.0,31/01/2023,35 868 km,Hybride essence électrique,Automatique,noir metal,,,,22 CV,(DIN) 462 ch - (moteur) 340 kW,,PORSCHE,CAYENNE III
PEUGEOT 2008 phase 2,15800.0,France,2019.0,06/06/2019,82 393 km,Diesel,Manuelle,,,,,4 CV,(DIN) 75 ch - (moteur) 55 kW,"3,3 L/100 km",PEUGEOT,2008 phase 2
KIA XCEED phase 2,37270.0,France,2024.0,23/04/2024,5 978 km,Hybride essence électrique,Automatique,,,,,5 CV,(DIN) 141 ch,,KIA,XCEED phase 2
AUDI A1 SPORTBACK phase 2,18170.0,France,2017.0,21/03/2017,162 138 km,Diesel,Automatique,,,,,4 CV,(DIN) 90 ch,"3,6 L/100 km",AUDI,A1 SPORTBACK phase 2
AUDI Q2,27910.0,France,2021.0,05/11/2021,53 054 km,Essence,Automatique,,,,,8 CV,(DIN) 150 ch - (moteur) 110 kW,"6,5 L/100 km",AUDI,Q2
VOLKSWAGEN GOLF VII phase 2,17030.0,France,2020.0,18/01/2021,92 474 km,,,,,,,6 CV,(DIN) 110 ch,"4,1 L/100 km",VOLKSWAGEN,GOLF VII phase 2
RENAULT CAPTUR II,28780.0,France,2021.0,14/07/2021,70 411 km,,,,,,,5 CV,,,RENAULT,CAPTUR II
VOLKSWAGEN T-CROSS,25590.0,France,2021.0,27/05/2021,34 825 km,Essence,Automatique,GRIS,,,,6 CV,(DIN) 116 ch,"6,3 L/100 km",VOLKSWAGEN,T-CROSS
MINI MINI III 5P,21920.0,France,2020.0,08/01/2021,28 076 km,Essence,Automatique,noir metal,,,,5 CV,(DIN) 102 ch - (moteur) 75 kW,"5,4 L/100 km",MINI,MINI III 5P
PEUGEOT PARTNER III FOURGON phase 2,16570.0,France,2020.0,16/05/2020,77 753 km,Diesel,Manuelle,,,,,5 CV,(DIN) 102 ch,"4,2 L/100 km",PEUGEOT,PARTNER III FOURGON phase 2
CITROEN C1 II,10420.0,France,2019.0,09/09/2019,11 945 km,Essence,Manuelle,,,,,4 CV,(DIN) 69 ch - (moteur) 53 kW,"3,6 L/100 km",CITROEN,C1 II
RENAULT KADJAR phase 2,23300.0,France,2021.0,20/12/2021,60 357 km,Essence,Automatique,gris foncé,,,,7 CV,(DIN) 140 ch,"6,7 L/100 km",RENAULT,KADJAR phase 2
PEUGEOT 3008 II,26890.0,France,2019.0,19/04/2019,62 328 km,Diesel,,,,,,6 CV,(DIN) 131 ch,4 L/100 km,PEUGEOT,3008 II
CITROEN C3 III phase 2,14820.0,France,2022.0,18/11/2022,13 023 km,Essence,,,,,,4 CV,(DIN) 83 ch,"5,8 L/100 km",CITROEN,C3 III phase 2
SEAT ARONA,30090.0,Importé,2023.0,24/02/2023,187 km,Essence,Automatique,blanc,,,,6 CV,(DIN) 110 ch,,SEAT,ARONA
OPEL CORSA VI,17030.0,France,2022.0,13/06/2022,26 407 km,Essence,Manuelle,rouge,,,,5 CV,(DIN) 100 ch,"5,2 L/100 km",OPEL,CORSA VI
DS 3 CROSSBACK,30180.0,France,2022.0,20/08/2022,53 614 km,Diesel,,,,,,7 CV,(DIN) 131 ch,5 L/100 km,DS,3 CROSSBACK
OPEL CORSA VI,17530.0,France,2021.0,11/03/2021,36 381 km,Essence,Manuelle,gris quartz metal,,,,4 CV,(DIN) 75 ch - (moteur) 55 kW,"5,2 L/100 km",OPEL,CORSA VI
AUDI Q3 II,60440.0,France,2022.0,21/12/2022,18 896 km,Hybride essence électrique,Automatique,noir,,,,8 CV,,,AUDI,Q3 II
PEUGEOT 308 III,34320.0,France,2024.0,09/02/2024,9 497 km,Diesel,Automatique,BLANC NACRE,,,,7 CV,(DIN) 131 ch,"4,9 L/100 km",PEUGEOT,308 III
MAZDA MX5 IV ST,28610.0,France,2020.0,21/12/2020,41 155 km,Essence,Manuelle,,,,,10 CV,(DIN) 184 ch - (moteur) 135 kW,"6,9 L/100 km",MAZDA,MX5 IV ST
DACIA DUSTER II,21950.0,France,2020.0,12/12/2020,42 458 km,Essence,Manuelle,,,,,8 CV,(DIN) 150 ch,"4,4 L/100 km",DACIA,DUSTER II
VOLKSWAGEN TAIGO,30170.0,Importé,2024.0,08/11/2024,11 km,Essence,Automatique,gris,,,,6 CV,(DIN) 110 ch,,VOLKSWAGEN,TAIGO
AUDI Q3 II SPORTBACK,45180.0,France,2021.0,16/10/2021,70 845 km,Diesel,Automatique,Noir,,,,8 CV,(DIN) 150 ch,"5,9 L/100 km",AUDI,Q3 II SPORTBACK
PEUGEOT 308 III,37410.0,France,2024.0,09/07/2024,1 km,Essence,Automatique,blanc,,,,7 CV,(DIN) 130 ch,"5,7 L/100 km",PEUGEOT,308 III
PEUGEOT 208 phase 2,14140.0,France,2019.0,06/07/2019,68 556 km,Essence,Manuelle,,,,,4 CV,(DIN) 82 ch,"3,9 L/100 km",PEUGEOT,208 phase 2
PEUGEOT 408,42430.0,France,2024.0,23/02/2024,3 472 km,Essence,Automatique,gris foncé,,,,7 CV,(DIN) 130 ch - (moteur) 96 kW,,PEUGEOT,408
PEUGEOT 3008 (2E GENERATION),41210.0,Importé,2023.0,17/09/2023,17 718 km,Essence,Automatique,bleu,,,,7 CV,(DIN) 130 ch - (moteur) 96 kW,,PEUGEOT,3008 (2E GENERATION)
PEUGEOT 3008 II,33900.0,France,2021.0,04/11/2021,47 837 km,Hybride essence électrique,Automatique,,,,,10 CV,(DIN) 181 ch,,PEUGEOT,3008 II
CHEVROLET CAMARO VI,53840.0,France,2017.0,20/08/2017,113 740 km,Essence,Automatique,,,,,35 CV,(DIN) 453 ch,"7,7 L/100 km",CHEVROLET,CAMARO VI
AUDI Q2,34980.0,France,2018.0,28/12/2018,90 188 km,Essence,Automatique,gris,,,,8 CV,(DIN) 150 ch,"5,2 L/100 km",AUDI,Q2
MASERATI LEVANTE,80660.0,Importé,2019.0,20/11/2019,53 410 km,Essence,Automatique,,,,,33 CV,(DIN) 430 ch - (moteur) 316 kW,,MASERATI,LEVANTE
MERCEDES CLASSE C IV phase 2,47060.0,France,2020.0,27/02/2020,69 527 km,Diesel,Automatique,,,,,10 CV,(DIN) 195 ch,"4,9 L/100 km",MERCEDES,CLASSE C IV phase 2
RENAULT CLIO IV phase 2,12880.0,France,2020.0,07/06/2020,65 006 km,Diesel,Manuelle,,,,,5 CV,(DIN) 90 ch,4 L/100 km,RENAULT,CLIO IV phase 2
VOLKSWAGEN CRAFTER II,33810.0,France,2020.0,12/01/2021,106 404 km,Diesel,,,,,,7 CV,(DIN) 140 ch,7 L/100 km,VOLKSWAGEN,CRAFTER II
DACIA DUSTER II,20850.0,France,2020.0,18/10/2020,49 577 km,Essence,Manuelle,gris,,,,7 CV,(DIN) 115 ch,"6,5 L/100 km",DACIA,DUSTER II
MAZDA CX-30,25700.0,France,2020.0,21/09/2020,80 735 km,,,,,,,6 CV,(DIN) 122 ch,,MAZDA,CX-30
FIAT 500 C III,32840.0,France,2023.0,22/06/2023,1 km,Electrique,Automatique,Bossanova White,,,,3 CV,(DIN) 59 ch,,FIAT,500 C III
HYUNDAI TUCSON IV,39570.0,France,2022.0,10/07/2022,22 123 km,Hybride essence électrique,,,,,,10 CV,(DIN) 180 ch,,HYUNDAI,TUCSON IV
VOLKSWAGEN GOLF VII phase 2,18000.0,France,2020.0,06/05/2020,95 114 km,Diesel,Manuelle,,,,,6 CV,(DIN) 116 ch,"4,1 L/100 km",VOLKSWAGEN,GOLF VII phase 2
CITROEN JUMPY III FOURGON,28680.0,France,2020.0,21/12/2020,95 523 km,Diesel,Manuelle,,,,,7 CV,(DIN) 122 ch - (moteur) 90 kW,"5,3 L/100 km",CITROEN,JUMPY III FOURGON
PEUGEOT 208 II,18960.0,France,2023.0,05/07/2023,18 975 km,Essence,Manuelle,,,,,4 CV,(DIN) 75 ch,"5,3 L/100 km",PEUGEOT,208 II
AUDI A1 II SPORTBACK,30130.0,France,2022.0,18/02/2022,9 225 km,Essence,,,,,,6 CV,(DIN) 110 ch - (moteur) 81 kW,"5,8 L/100 km",AUDI,A1 II SPORTBACK
PORSCHE 911 TYPE 992,260830.0,Importé,2023.0,11/03/2023,11 088 km,Essence,Automatique,Noir,,2.0,,37 CV,(DIN) 480 ch,,PORSCHE,911 TYPE 992
AUDI RS3 III BERLINE,93480.0,France,2023.0,25/05/2023,10 978 km,Essence,Automatique,,,,,28 CV,(DIN) 400 ch,"8,9 L/100 km",AUDI,RS3 III BERLINE
RENAULT EXPRESS II VAN,23700.0,Importé,2023.0,13/06/2023,12 km,Diesel,Manuelle,,,,,5 CV,(DIN) 75 ch - (moteur) 55 kW,"5,1 L/100 km",RENAULT,EXPRESS II VAN
VOLVO XC60 II,44820.0,France,2019.0,06/04/2019,95 698 km,Hybride essence électrique,Automatique,,,,,17 CV,(DIN) 303 ch - (moteur) 287 kW,,VOLVO,XC60 II
PEUGEOT 308 II,7860.0,France,2014.0,13/08/2014,383 790 km,Diesel,Manuelle,,,,,5 CV,(DIN) 116 ch - (moteur) 85 kW,"3,3 L/100 km",PEUGEOT,308 II
PORSCHE 911 TYPE 996,58880.0,France,2002.0,22/06/2002,146 922 km,,,,,,,34 CV,(DIN) 420 ch,"9,6 L/100 km",PORSCHE,911 TYPE 996
CITROEN C5 AIRCROSS,29410.0,France,2023.0,18/02/2023,16 767 km,Essence,,,,,,7 CV,(DIN) 131 ch,"6,1 L/100 km",CITROEN,C5 AIRCROSS
PEUGEOT 308 III SW,37240.0,France,2023.0,14/02/2023,1 km,Essence,Automatique,,,,,7 CV,(DIN) 130 ch,"5,7 L/100 km",PEUGEOT,308 III SW
PEUGEOT 208 II,24790.0,France,2020.0,23/01/2021,44 409 km,,,,,,,5 CV,(DIN) 101 ch,"4,3 L/100 km",PEUGEOT,208 II
PEUGEOT 208 (2E GENERATION),20890.0,Importé,2023.0,07/07/2023,1 696 km,Essence,Manuelle,,,,,4 CV,(DIN) 75 ch,,PEUGEOT,208 (2E GENERATION)
VOLKSWAGEN GOLF VIII,34450.0,France,2021.0,25/01/2022,21 600 km,Essence,Automatique,,,,,8 CV,(DIN) 150 ch - (moteur) 110 kW,"5,7 L/100 km",VOLKSWAGEN,GOLF VIII
RENAULT CAPTUR II,20290.0,France,2021.0,19/09/2021,118 048 km,Diesel,Automatique,,,,,6 CV,(DIN) 116 ch,5 L/100 km,RENAULT,CAPTUR II
DACIA SANDERO 3 STEPWAY,20460.0,Importé,2024.0,09/06/2024,11 km,Essence,Manuelle,noir,,5.0,,5 CV,(DIN) 90 ch,,DACIA,SANDERO 3 STEPWAY
VOLKSWAGEN T-CROSS,28850.0,Importé,2024.0,30/10/2024,11 km,Essence,Automatique,gris,,,,6 CV,(DIN) 110 ch,,VOLKSWAGEN,T-CROSS
SEAT ARONA phase 2,20500.0,France,2023.0,18/06/2023,8 916 km,Essence,,,,,,5 CV,(DIN) 95 ch,"5,4 L/100 km",SEAT,ARONA phase 2
FIAT TIPO 2,22770.0,Importé,2022.0,08/11/2022,11 247 km,Essence,Manuelle,gris,,,,5 CV,(DIN) 100 ch,,FIAT,TIPO 2
MERCEDES CLASSE B III,35880.0,France,2021.0,30/10/2021,35 398 km,Essence,,,,,,9 CV,(DIN) 163 ch - (moteur) 120 kW,"6,2 L/100 km",MERCEDES,CLASSE B III
VOLVO V60 II,43730.0,France,2019.0,07/10/2019,90 824 km,Diesel,,,,,,10 CV,(DIN) 190 ch,"4,5 L/100 km",VOLVO,V60 II
RENAULT CLIO 5,19020.0,Importé,2022.0,02/03/2022,16 482 km,Essence,Manuelle,orange,,,,5 CV,(DIN) 100 ch,,RENAULT,CLIO 5
BMW SERIE 2 F44 GRAN COUPE,42430.0,Importé,2022.0,15/05/2022,19 944 km,Diesel,Automatique,,,,,10 CV,(DIN) 190 ch - (moteur) 140 kW,"4,9 L/100 km",BMW,SERIE 2 F44 GRAN COUPE
SEAT ATECA,31450.0,France,2021.0,14/09/2021,19 232 km,Essence,Automatique,,,,,8 CV,(DIN) 150 ch,7 L/100 km,SEAT,ATECA
MAZDA MX5 IV ST,27010.0,France,2022.0,12/08/2022,37 789 km,Essence,Manuelle,,,,,7 CV,(DIN) 132 ch - (moteur) 97 kW,"6,3 L/100 km",MAZDA,MX5 IV ST
AUDI Q3 II,47580.0,France,2023.0,17/02/2023,14 524 km,Essence,Automatique,,,,,8 CV,(DIN) 150 ch,,AUDI,Q3 II
TOYOTA YARIS IV,29820.0,France,2023.0,09/07/2023,31 941 km,Hybride essence électrique,,,,,,5 CV,(DIN) 93 ch,,TOYOTA,YARIS IV
VOLKSWAGEN TIGUAN 2,37700.0,Importé,2020.0,19/05/2020,44 496 km,Diesel,Automatique,gris foncé,,,,8 CV,(DIN) 150 ch,,VOLKSWAGEN,TIGUAN 2
FIAT 500 X phase 2,36670.0,France,2022.0,16/04/2022,5 750 km,Diesel,Manuelle,,,,,7 CV,(DIN) 130 ch - (moteur) 96 kW,"5,2 L/100 km",FIAT,500 X phase 2
OPEL MOKKA II,40810.0,France,2022.0,17/02/2022,8 372 km,Electrique,Automatique,,,,,4 CV,,,OPEL,MOKKA II
LAND ROVER RANGE ROVER SPORT II,58480.0,France,2017.0,25/03/2017,89 159 km,Hybride essence électrique,,,,,,18 CV,(DIN) 293 ch - (moteur) 250 kW,,LAND,ROVER RANGE ROVER SPORT II
VOLKSWAGEN T-CROSS,21490.0,France,2020.0,23/12/2020,96 415 km,Diesel,Automatique,BLEU,,,,5 CV,(DIN) 95 ch,"4,2 L/100 km",VOLKSWAGEN,T-CROSS
PEUGEOT 208 II,21750.0,France,2020.0,24/07/2020,69 381 km,Essence,Manuelle,gris foncé,,,,5 CV,(DIN) 100 ch,"4,2 L/100 km",PEUGEOT,208 II
PEUGEOT 208 II,21710.0,France,2021.0,19/03/2021,50 117 km,Diesel,Manuelle,jaune,,,,5 CV,(DIN) 102 ch,"4,2 L/100 km",PEUGEOT,208 II
CITROEN C3 III phase 2,16260.0,France,2021.0,19/04/2021,38 031 km,Diesel,,,,,,5 CV,(DIN) 102 ch,"4,2 L/100 km",CITROEN,C3 III phase 2
BMW SERIE 3 G21 TOURING,43870.0,France,2020.0,17/04/2020,97 948 km,Diesel,Automatique,,,,,10 CV,(DIN) 190 ch,"4,6 L/100 km",BMW,SERIE 3 G21 TOURING
SKODA KODIAQ phase 2,50800.0,France,2024.0,29/01/2025,18 271 km,Diesel,Automatique,,,,,8 CV,(DIN) 150 ch,"5,4 L/100 km",SKODA,KODIAQ phase 2
NISSAN JUKE II,28190.0,France,2024.0,11/12/2024,10 298 km,Essence,Automatique,rouge nacre,,,,6 CV,(DIN) 114 ch - (moteur) 84 kW,,NISSAN,JUKE II
AUDI Q5 II,56510.0,France,2020.0,03/06/2020,84 227 km,Diesel,Automatique,Navarrablau Metallic,,,,18 CV,(DIN) 286 ch,"5,5 L/100 km",AUDI,Q5 II
SEAT LEON 3,26770.0,Importé,2020.0,04/12/2020,74 516 km,Diesel,Automatique,noir,,,,7 CV,(DIN) 150 ch,,SEAT,LEON 3
PORSCHE MACAN,71850.0,Importé,2017.0,25/02/2017,100 305 km,Essence,Automatique,gris metal,,,,25 CV,(DIN) 360 ch - (moteur) 265 kW,"8,8 L/100 km",PORSCHE,MACAN
CITROEN C3 AIRCROSS phase 2,24280.0,France,2023.0,09/10/2023,17 017 km,Essence,Manuelle,,,,,6 CV,(DIN) 110 ch,"5,8 L/100 km",CITROEN,C3 AIRCROSS phase 2
OPEL CORSA VI,18460.0,France,2021.0,11/01/2022,49 348 km,Essence,Manuelle,,,,,5 CV,(DIN) 101 ch - (moteur) 74 kW,"4,2 L/100 km",OPEL,CORSA VI
PEUGEOT 2008,13530.0,France,2016.0,05/04/2016,108 771 km,Essence,Manuelle,,,,,5 CV,(DIN) 110 ch - (moteur) 81 kW,4 L/100 km,PEUGEOT,2008
NISSAN X-TRAIL IV,56330.0,France,2024.0,13/08/2024,8 855 km,Hybride essence électrique,Automatique,Blanc,,,,8 CV,(DIN) 204 ch,,NISSAN,X-TRAIL IV
RENAULT CLIO 5,19480.0,Importé,2022.0,14/02/2022,27 424 km,Essence,Manuelle,rouge,,,,5 CV,(DIN) 90 ch,,RENAULT,CLIO 5
KIA E-NIRO phase 2,34390.0,France,2021.0,12/04/2021,47 846 km,Electrique,Automatique,,,,,1 CV,(DIN) 39 ch,,KIA,E-NIRO phase 2
PORSCHE MACAN phase 2,56820.0,France,2019.0,13/07/2019,75 052 km,Essence,Automatique,noir,,,,16 CV,(DIN) 245 ch,"8,1 L/100 km",PORSCHE,MACAN phase 2
PEUGEOT 208 II,23860.0,France,2022.0,21/06/2022,29 133 km,Essence,Automatique,gris foncé,,,,7 CV,(DIN) 131 ch,"5,3 L/100 km",PEUGEOT,208 II
CITROEN C4 III,35680.0,France,2022.0,21/03/2022,6 744 km,Diesel,Automatique,gris,,,,7 CV,(DIN) 131 ch,"4,6 L/100 km",CITROEN,C4 III
OPEL GRANDLAND X,30120.0,France,2021.0,28/07/2021,40 881 km,Hybride essence électrique,Automatique,,,,,9 CV,,,OPEL,GRANDLAND X
JEEP RENEGADE,20040.0,France,2019.0,29/09/2019,76 552 km,Diesel,,,,,,6 CV,(DIN) 120 ch,4 L/100 km,JEEP,RENEGADE
RENAULT ARKANA,38730.0,Importé,2023.0,05/04/2023,17 km,Essence,Automatique,,,,,7 CV,,,RENAULT,ARKANA
CITROEN C3 III phase 2,23560.0,France,2023.0,05/09/2023,3 497 km,Essence,Automatique,GRIS,,,,6 CV,(DIN) 110 ch,"5,9 L/100 km",CITROEN,C3 III phase 2
HYUNDAI I20 III,24980.0,France,2022.0,10/10/2022,41 874 km,Essence,Manuelle,blanc,,,,5 CV,(DIN) 100 ch,,HYUNDAI,I20 III
CITROEN C3 III,15640.0,France,2021.0,05/02/2021,28 327 km,Essence,Manuelle,BLANC,,,,4 CV,(DIN) 83 ch,"5,7 L/100 km",CITROEN,C3 III
SEAT LEON IV ST,34320.0,France,2022.0,12/06/2022,32 818 km,Hybride essence électrique,Automatique,,,,,8 CV,(DIN) 245 ch,,SEAT,LEON IV ST
PEUGEOT 2008 II,30420.0,France,2023.0,25/09/2023,25 626 km,Diesel,Automatique,GRIS CLAIR,,,,7 CV,(DIN) 131 ch,"4,8 L/100 km",PEUGEOT,2008 II
RENAULT SCENIC IV,27540.0,France,2023.0,18/01/2024,26 252 km,,,,,,,7 CV,(DIN) 140 ch - (moteur) 103 kW,"6,9 L/100 km",RENAULT,SCENIC IV
PEUGEOT PARTNER III FOURGON phase 2,21640.0,France,2022.0,14/09/2022,64 319 km,Diesel,Manuelle,,,,,5 CV,(DIN) 102 ch,"5,9 L/100 km",PEUGEOT,PARTNER III FOURGON phase 2
PEUGEOT 5008 II,25720.0,France,2018.0,09/03/2018,129 990 km,Diesel,Automatique,,,,,10 CV,(DIN) 181 ch - (moteur) 133 kW,"4,4 L/100 km",PEUGEOT,5008 II
CITROEN C3 (3E GENERATION),19740.0,Importé,2022.0,30/11/2022,24 506 km,Essence,Manuelle,gris,,,,4 CV,(DIN) 83 ch,,CITROEN,C3 (3E GENERATION)
PEUGEOT 3008 II phase 2,38130.0,France,2023.0,01/02/2023,11 km,Essence,Automatique,rouge,,,,7 CV,(DIN) 130 ch,"6,4 L/100 km",PEUGEOT,3008 II phase 2
VOLKSWAGEN TIGUAN II,34430.0,France,2019.0,13/04/2019,70 725 km,Diesel,Automatique,,,,,8 CV,(DIN) 150 ch - (moteur) 110 kW,"4,5 L/100 km",VOLKSWAGEN,TIGUAN II
NISSAN QASHQAI 3,34440.0,Importé,2023.0,30/10/2023,37 137 km,Hybride essence électrique,Manuelle,noir,,,,7 CV,(DIN) 140 ch,,NISSAN,QASHQAI 3
HYUNDAI IONIQ V,62590.0,France,2024.0,02/10/2024,4 400 km,Electrique,Automatique,SHOOTING STAR GREY,,,,4 CV,(DIN) 218 ch,,HYUNDAI,IONIQ V
BMW X2 F39,29260.0,Importé,2019.0,20/09/2019,115 762 km,Diesel,Automatique,blanc metal,,,,8 CV,(DIN) 150 ch - (moteur) 110 kW,"4,5 L/100 km",BMW,X2 F39
VOLKSWAGEN GOLF VII phase 2,18000.0,France,2020.0,06/05/2020,95 114 km,Diesel,Manuelle,,,,,6 CV,(DIN) 116 ch,"4,1 L/100 km",VOLKSWAGEN,GOLF VII phase 2
VOLKSWAGEN T-ROC,31550.0,France,2020.0,10/06/2020,33 450 km,Essence,,,,,,8 CV,(DIN) 150 ch - (moteur) 110 kW,"5,6 L/100 km",VOLKSWAGEN,T-ROC
PEUGEOT 5008 II,29140.0,France,2020.0,13/11/2020,96 757 km,Diesel,Manuelle,blanc,,,,6 CV,(DIN) 130 ch,"4,1 L/100 km",PEUGEOT,5008 II
MERCEDES CLASSE B II phase 2,28040.0,France,2018.0,28/06/2018,141 886 km,Diesel,Automatique,,,,,9 CV,(DIN) 177 ch,"4,5 L/100 km",MERCEDES,CLASSE B II phase 2
CITROEN C4 SPACETOURER,15100.0,France,2019.0,24/02/2019,137 952 km,Diesel,Automatique,bleu,,,,6 CV,(DIN) 120 ch,"3,9 L/100 km",CITROEN,C4 SPACETOURER
RENAULT EXPRESS II VAN,24920.0,France,2022.0,14/06/2022,232 km,Diesel,Manuelle,blanc,,,,5 CV,(DIN) 95 ch - (moteur) 70 kW,"5,1 L/100 km",RENAULT,EXPRESS II VAN
