name,price,year,date,mileage,energy,gearbox,color,doors,ratedHorsePower,powerDIN,brand,model
PORSCHE 911 TYPE 991 CABRIOLET phase 2,139070,2017,16/10/2017,68 324 km,Essence,Automatique,gris anthracite metal,2.0,30 CV,(DIN) 420 ch - (moteur) 309 kW,PORSCHE,911 TYPE 991 CABRIOLET phase 2
PEUGEOT 3008 II,25720,2019,24/08/2019,52 484 km,Diesel,Manuelle,Noir,5.0,6 CV,(DIN) 131 ch,PEUGEOT,3008 II
RENAULT CAPTUR II,31900,2022,30/12/2022,25 762 km,Hybride essence électrique,Automatique,gris,5.0,5 CV,(DIN) 93 ch,RENAULT,CAPTUR II
AUDI RS Q8,168840,2022,18/03/2022,48 020 km,Essence,Automatique,noir,5.0,53 CV,(DIN) 600 ch,AUDI,RS Q8
PEUGEOT 5008 II,29410,2020,24/10/2020,97 653 km,Diesel,Manuelle,blanc,5.0,6 CV,(DIN) 130 ch,PEUGEOT,5008 II
AUDI A1 II SPORTBACK,35380,2023,01/09/2023,10 697 km,Essence,Automatique,noir,5.0,6 CV,(DIN) 110 ch,AUDI,A1 II SPORTBACK
AUDI Q2,28060,2020,01/12/2020,84 591 km,Diesel,Manuelle,Gris,5.0,6 CV,(DIN) 116 ch,AUDI,Q2
PEUGEOT 3008 II,25720,2019,24/08/2019,52 484 km,Diesel,Manuelle,Noir,5.0,6 CV,(DIN) 131 ch,PEUGEOT,3008 II
FERRARI CALIFORNIA T,177580,2017,26/05/2017,38 781 km,Essence,Automatique,gris foncé,2.0,47 CV,(DIN) 561 ch,FERRARI,CALIFORNIA T
LAND ROVER RANGE ROVER EVOQUE II,76930,2024,24/02/2024,23 km,Hybride essence électrique,Automatique,gris,5.0,11 CV,(DIN) 309 ch,LAND,ROVER RANGE ROVER EVOQUE II
PEUGEOT 208 II,24300,2023,01/04/2023,7 437 km,Essence,Automatique,blanc,5.0,5 CV,(DIN) 101 ch,PEUGEOT,208 II
RENAULT ZOE,9120,2017,08/11/2017,83 377 km,Electrique,Automatique,BLANC,5.0,1 CV,(DIN) 59 ch,RENAULT,ZOE
NISSAN QASHQAI 2,26330,2021,15/06/2021,60 985 km,Diesel,Automatique,bleu,5.0,6 CV,(DIN) 116 ch,NISSAN,QASHQAI 2
RENAULT CLIO 5,21230,2023,16/05/2023,17 875 km,Bicarburation essence GPL,Manuelle,rouge,5.0,5 CV,(DIN) 100 ch,RENAULT,CLIO 5
DACIA SANDERO II STEPWAY phase 2,14410,2020,07/04/2020,33 491 km,Essence,Manuelle,blanc,5.0,5 CV,(DIN) 90 ch,DACIA,SANDERO II STEPWAY phase 2
PEUGEOT 208 (2E GENERATION),18850,2023,18/08/2023,1 531 km,Essence,Manuelle,jaune,5.0,4 CV,(DIN) 75 ch - (moteur) 55 kW,PEUGEOT,208 (2E GENERATION)
PEUGEOT 5008 II,39110,2020,24/06/2020,84 175 km,Essence,Automatique,BLEU BOURRASQUE,5.0,10 CV,(DIN) 181 ch,PEUGEOT,5008 II
MINI COUNTRYMAN,18610,2015,26/05/2015,128 000 km,Diesel,Automatique,gris clair,5.0,6 CV,(DIN) 112 ch,MINI,COUNTRYMAN
RENAULT CLIO V,14720,2020,11/03/2020,123 329 km,Diesel,Manuelle,Noir,5.0,5 CV,(DIN) 116 ch,RENAULT,CLIO V
CITROEN C5 AIRCROSS,30330,2023,23/09/2023,22 650 km,Essence,Manuelle,BLANC,5.0,7 CV,(DIN) 131 ch,CITROEN,C5 AIRCROSS
FIAT 500 C III,33150,2023,20/08/2023,1 km,Electrique,Automatique,Bossanova White,3.0,3 CV,(DIN) 59 ch,FIAT,500 C III
FORD TRANSIT CUSTOM II phase 2,60510,2024,26/06/2024,1 km,Diesel,Automatique,bleu,4.0,7 CV,(DIN) 170 ch,FORD,TRANSIT CUSTOM II phase 2
PORSCHE 718 BOXSTER,72020,2017,14/04/2017,54 492 km,Essence,Automatique,noir,2.0,23 CV,(DIN) 350 ch,PORSCHE,718 BOXSTER
PEUGEOT 508 II,32380,2019,16/10/2019,69 647 km,Diesel,Automatique,gris foncé,5.0,9 CV,(DIN) 177 ch,PEUGEOT,508 II
AUDI Q5 II phase 2,65980,2021,03/04/2021,31 475 km,Hybride essence électrique,Automatique,gris,5.0,15 CV,(DIN) 265 ch,AUDI,Q5 II phase 2
FIAT TIPO 2,20780,2022,24/12/2022,15 446 km,Essence,Manuelle,gris,5.0,5 CV,(DIN) 100 ch,FIAT,TIPO 2
VOLKSWAGEN TOURAN 3,35680,2021,27/08/2021,70 074 km,Diesel,Automatique,gris clair,5.0,8 CV,(DIN) 150 ch,VOLKSWAGEN,TOURAN 3
KIA NIRO II,51170,2024,11/06/2024,14 809 km,Electrique,Automatique,blanc,5.0,4 CV,(DIN) 204 ch,KIA,NIRO II
PEUGEOT 5008 II phase 2,40240,2023,08/03/2023,10 199 km,Diesel,Automatique,Gris,5.0,7 CV,(DIN) 131 ch,PEUGEOT,5008 II phase 2
NISSAN JUKE II,20530,2021,16/05/2021,65 962 km,Essence,Manuelle,gris foncé,5.0,6 CV,(DIN) 117 ch,NISSAN,JUKE II
RENAULT ARKANA,36100,2022,22/03/2022,6 572 km,Hybride essence électrique,Automatique,orange,5.0,7 CV,(DIN) 140 ch,RENAULT,ARKANA
VOLKSWAGEN GOLF VIII,29360,2022,21/03/2022,26 679 km,Essence,Manuelle,gris,5.0,7 CV,(DIN) 130 ch,VOLKSWAGEN,GOLF VIII
PEUGEOT E-RIFTER,36860,2023,06/02/2023,2 306 km,Electrique,Automatique,DEEP BLUE MET.VERNIS B,5.0,4 CV,(DIN) 78 ch,PEUGEOT,E-RIFTER
RENAULT TALISMAN,22780,2018,21/11/2018,116 641 km,Diesel,Automatique,gris metal,4.0,8 CV,(DIN) 161 ch - (moteur) 118 kW,RENAULT,TALISMAN
FORD RANGER III phase 2,31880,2020,17/07/2020,69 373 km,Diesel,Manuelle,blanc,2.0,7 CV,(DIN) 161 ch,FORD,RANGER III phase 2
VOLKSWAGEN GOLF VII phase 2,31840,2021,10/05/2021,18 323 km,Hybride essence électrique,Automatique,Blanc,5.0,8 CV,(DIN) 204 ch,VOLKSWAGEN,GOLF VII phase 2
BMW SERIE 3 G21 TOURING,28230,2021,23/01/2022,242 046 km,Diesel,Automatique,blanc metal,5.0,10 CV,(DIN) 190 ch - (moteur) 140 kW,BMW,SERIE 3 G21 TOURING
PEUGEOT E-2008 II,39580,2023,22/07/2023,1 200 km,Electrique,Automatique,P. M. Gris Artense,5.0,4 CV,(DIN) 78 ch,PEUGEOT,E-2008 II
MERCEDES GLA phase 2,32350,2020,11/11/2020,70 797 km,Essence,Automatique,gris metal,,9 CV,(DIN) 156 ch - (moteur) 115 kW,MERCEDES,GLA phase 2
PEUGEOT 5008 II phase 2,42540,2023,06/01/2024,8 972 km,Diesel,Manuelle,gris,5.0,7 CV,(DIN) 130 ch,PEUGEOT,5008 II phase 2
RENAULT KANGOO II EXPRESS phase 2,15820,2020,12/01/2021,104 487 km,Diesel,Manuelle,gris clair,4.0,5 CV,(DIN) 95 ch - (moteur) 70 kW,RENAULT,KANGOO II EXPRESS phase 2
VOLKSWAGEN GOLF 7,26890,2020,29/01/2021,55 722 km,Diesel,Automatique,noir,5.0,7 CV,(DIN) 150 ch,VOLKSWAGEN,GOLF 7
DACIA SANDERO 3 STEPWAY,24180,2024,07/12/2024,12 km,Bicarburation essence GPL,Manuelle,kaki,5.0,5 CV,(DIN) 101 ch,DACIA,SANDERO 3 STEPWAY
AUDI Q3 phase 2,28320,2019,03/04/2019,84 759 km,Diesel,Automatique,blanc,5.0,6 CV,(DIN) 120 ch,AUDI,Q3 phase 2
CITROEN C4 III,32640,2024,23/11/2024,1 km,Essence,Automatique,noir,5.0,7 CV,(DIN) 131 ch,CITROEN,C4 III
AUDI A1 II SPORTBACK,27360,2020,24/07/2020,45 086 km,Essence,Manuelle,Blanc,5.0,5 CV,(DIN) 95 ch,AUDI,A1 II SPORTBACK
